category,file_name,subset
Tachybaptus ruficollis,dcbe9f40-65e6-4934-829a-eb3c99314337.wav,train_files
Chloris chloris,91a835ba-0dfa-4290-8758-ff7a98dabc45.wav,train_files
Passer domesticus,b841c945-9f4a-403e-bb52-b6f190c83867.wav,train_files
Parus major,945cc47d-3e47-4939-8d7d-06d857144bf9.wav,train_files
Corvus corax,f0f9af13-a093-477b-af02-f1069485fb08.wav,train_files
Certhia brachydactyla,834867cc-0517-4faf-8536-77acc52208d7.wav,train_files
Cyanistes caeruleus,83450e04-9c16-4de5-879a-d840b6e70ea1.wav,train_files
Chloris chloris,0e74aaab-8c84-4946-8db2-374521a46f1b.wav,train_files
Loxia curvirostra,bad16394-9ea3-430e-9c7f-b8ccd31c0561.wav,train_files
Strix aluco,c8a38f8a-b656-43a4-befc-917578913346.wav,train_files
Erithacus rubecula,36ab5b2f-b52a-4bc4-9ae0-b1f5a00838fa.wav,train_files
Turdus pilaris,af8b42b4-0e20-4a16-8824-ea6bad389f28.wav,train_files
Turdus philomelos,56a72435-e8ef-43ce-bd6e-89c234747794.wav,train_files
Sylvia atricapilla,4aca2483-3cb8-4ceb-a0a5-81a98afe8231.wav,train_files
Phylloscopus collybita,436aff0f-2861-4781-a2c2-66cd58cc7a1b.wav,train_files
Chloris chloris,8234ba79-fc22-4749-8c19-63f6ba0f836d.wav,train_files
Falco peregrinus,14581e7d-7e5b-447e-b8ac-5477ef5d6c20.wav,train_files
Fringilla coelebs,0f1f7771-d1de-46ee-813a-bf25b959e050.wav,train_files
Haematopus ostralegus,24980483-e71c-4ddb-9f18-dc027b547a8d.wav,train_files
Pyrrhula pyrrhula,d2196693-136c-4d10-abba-a1d39c16f136.wav,train_files
Emberiza cirlus,833db2da-d0d7-49fe-ba2b-68f1a32d9905.wav,train_files
Sylvia atricapilla,4546d3d5-f73c-466b-98f0-5ce74ed7e3b1.wav,train_files
Columba palumbus,0a204b41-74dc-4e6c-84b9-fe02298a04d1.wav,train_files
Fringilla coelebs,9f6c2608-9d15-4fcd-aa2b-874212f588be.wav,train_files
Cyanistes caeruleus,e6ad7b60-b183-46b8-bce4-23b2a0188d28.wav,train_files
Anas platyrhynchos,e10424de-015b-4be3-b595-c93d4bd99dae.wav,train_files
Prunella modularis,44329d2f-f904-4747-b51b-e34c310e018d.wav,train_files
Parus major,1acc75e8-a355-4c6c-bfe0-7fe1d4e8f4cb.wav,train_files
Corvus corax,b2e7cd49-f7f3-457d-a326-7a89775d4663.wav,train_files
Pyrrhula pyrrhula,80e5cc09-0f7a-4a63-9757-766fadc35df1.wav,train_files
Turdus philomelos,b4568433-719c-4bf0-a8b5-0521d79e8fb1.wav,train_files
Passer domesticus,afdb49c3-8a73-4ba7-b359-79148aee9cd6.wav,train_files
Fringilla coelebs,73a3dbfa-0595-4a62-a9b6-0d6a42884ad0.wav,train_files
Emberiza cirlus,b99b3edd-763c-47bb-ad90-d60067292d0e.wav,train_files
Sturnus vulgaris,7825387a-e4eb-4160-a7c9-92bd3d3dd09f.wav,train_files
Rallus aquaticus,9970e7b8-47cd-435d-8345-8ed3c414d2a9.wav,train_files
Corvus corax,8e703be6-b72d-4c53-98b4-7c000dbcf0b2.wav,train_files
Sylvia atricapilla,8b715b74-6acd-4505-be70-aecf7bc423e3.wav,train_files
Hirundo rustica,36b69cb7-4aef-44e4-92bd-70571e2c0580.wav,train_files
Phoenicurus ochruros,f9fb4e3f-dab9-45ee-a082-e5c3036bb32a.wav,train_files
Cyanistes caeruleus,04b5a801-8fed-4732-817c-d6eb9b086e46.wav,train_files
Strix aluco,57c9bb8b-5051-45b1-8a84-2ac9a1cbda63.wav,train_files
Botaurus stellaris,4302bd0b-f50d-44ab-83d6-abff7d5573f8.wav,train_files
Accipiter gentilis,39528262-ba00-4a93-b7da-0c50d87c6d34.wav,train_files
Dendrocopos major,1acde0e6-d9fa-4569-b254-bccd63d447d9.wav,train_files
Anas platyrhynchos,58abeca2-d4bb-4b00-bb84-f6566e2a9afd.wav,train_files
Fulica atra,69bd8cb0-11c5-4b3a-a5af-22f611af6fa8.wav,train_files
Anas platyrhynchos,bc636876-91b4-467c-b62f-62b5649be654.wav,train_files
Picus sharpei,296591e0-9dde-4bd7-823e-11f162fdcad2.wav,train_files
Anas platyrhynchos,849a5f48-af72-48d8-ac9f-ec91e8f6093d.wav,train_files
Apus apus,94ddb807-0d4e-492c-90b4-09d93c6b14b9.wav,train_files
Dendrocopos major,913626ab-e4ee-4b6d-9aac-af346095ce9c.wav,train_files
Phylloscopus collybita,0fe31fa6-7bfe-48b0-8660-00a071b3f416.wav,train_files
Sylvia atricapilla,116b97d2-8a5f-469e-9b53-f748ecacc7a2.wav,train_files
Troglodytes troglodytes,00aa6118-5564-4912-8f72-88bacf1a28a4.wav,train_files
Fringilla montifringilla,b4ece837-cc6b-4b5f-bf80-76146544bfab.wav,train_files
Branta canadensis,c080cb0b-8fb6-4b15-b5f5-c2fd82fc94bb.wav,train_files
Prunella modularis,3b5be77b-57d1-47e0-a71c-6d4663227ef1.wav,train_files
Carduelis carduelis,187203e9-dc4d-43c8-b490-b17636b12897.wav,train_files
Phylloscopus sibilatrix,a2c7abbf-6e1b-405c-b415-6bbdf8da7977.wav,train_files
Fringilla montifringilla,1ebbdc9a-0134-441c-a3f8-c66a5ccb5dcf.wav,train_files
Parus major,72e95562-f294-446c-87cb-70f2c1ceb65f.wav,train_files
Passer domesticus,763d3341-438b-4690-b023-159c99078419.wav,train_files
Turdus iliacus,ab0b61dd-b504-4578-a8ff-e41b03583ad3.wav,train_files
Branta canadensis,a171a902-ba85-4376-91f7-c66b8ac5bd23.wav,train_files
Passer domesticus,a3834582-448a-4a27-8f97-15174920bbd7.wav,train_files
Strix aluco,b6cc178f-ed4e-40db-b9c8-19f5a48788dc.wav,train_files
Chloris chloris,cf4d3f12-aa76-4541-bcdb-b5f9aeab38a8.wav,train_files
Jynx torquilla,ac18e2da-d3d0-4be6-869c-7d51be07850a.wav,train_files
Corvus corax,0b4a4d9f-dd65-40dc-b767-37d227425aac.wav,train_files
Branta canadensis,cc40bf28-b09a-4972-a995-fa3c6098134d.wav,train_files
Phylloscopus trochilus,7466b6bb-9f7e-4c38-85f9-128ea1144e37.wav,train_files
Phylloscopus collybita,6d83033b-7736-477c-85f9-11fe0c7ad6f7.wav,train_files
Crex crex,e1114c3e-233f-4b37-8520-8a9636f5567b.wav,train_files
Phylloscopus trochilus,5eb88787-af3c-485c-91e5-1220815213e9.wav,train_files
Sylvia atricapilla,4aa14427-da7b-45ad-ae3d-9029b06c70d9.wav,train_files
Phylloscopus trochilus,1056ed92-767c-46bb-9ff8-e40fcd42f684.wav,train_files
Coccothraustes coccothraustes,e3b65816-1ec3-449e-8a50-61625ede17a3.wav,train_files
Sylvia atricapilla,c0e1efe3-75db-4ec0-9f24-16d05b39c0f5.wav,train_files
Branta canadensis,604987d7-8bf2-4cd8-9014-4d8c3c07cccb.wav,train_files
Motacilla cinerea,782000ee-6c73-4d75-a4ee-ef59e66f3401.wav,train_files
Curruca communis,976bf26a-69c8-4adc-a4aa-5ebad6d29ea4.wav,train_files
Passer domesticus,9e85168d-0c53-418e-9b11-eea5c1d1e618.wav,train_files
Phoenicurus ochruros,70e47a6e-9172-4b2b-a614-7dd4bc38c0ae.wav,train_files
Parus major,250bb108-519d-431f-896b-68a4d8f92f66.wav,train_files
Passer domesticus,23abb48b-77ff-4995-b246-30a20586098b.wav,train_files
Phoenicurus ochruros,1865fe3e-9647-4e30-89d5-470ddc40cf55.wav,train_files
Sturnus vulgaris,836b5bf9-28f0-49ec-a959-8b158eb69562.wav,train_files
Turdus philomelos,df095b95-762d-4a18-8be0-3fa05c3373be.wav,train_files
Acrocephalus dumetorum,5bff3ecb-883f-4707-af21-ca9a1e2f7d4b.wav,train_files
Fringilla coelebs,0a3534ba-7254-4ea6-a165-2a13d6d62a18.wav,train_files
Grus grus,96bd9e88-1628-4b91-aa8f-7286e22b3d41.wav,train_files
Charadrius hiaticula,b2ecf677-57a5-4235-af7e-f2424bedcb2a.wav,train_files
Turdus philomelos,8bb1ba30-6698-4501-b353-2b2614d98c4c.wav,train_files
Merops apiaster,c21b0d34-81df-46a5-88a8-c01aa8811dc9.wav,train_files
Parus major,605ad3b9-ef0e-428c-9e9a-2a6dd4ee1312.wav,train_files
Sylvia atricapilla,0f857add-5037-41cd-9e6e-402f24945a80.wav,train_files
Dendrocopos major,9808ceca-f637-4525-97f7-b90b0d47b984.wav,train_files
Streptopelia decaocto,1eae0e31-7f9f-4083-b6e5-5438e61e9f20.wav,train_files
Hippolais icterina,1fd0a154-b41b-41d9-a9a3-eeb3cfd1f864.wav,train_files
Acrocephalus scirpaceus,bcd7fc71-1932-47a8-92be-623d563ff6f0.wav,train_files
Erithacus rubecula,fd9bd521-d7b8-434d-9a48-b53430b1c86b.wav,train_files
Coturnix coturnix,3bd48277-d3c0-4539-b70c-ace59d30ee27.wav,train_files
Columba palumbus,3b51ed5d-c521-491d-9cae-97e0ec483608.wav,train_files
Chloris chloris,a92383cb-a507-4433-a4fb-d8c4dadc99f1.wav,train_files
Turdus merula,f636ba23-d666-4f95-934f-9359dba3e611.wav,train_files
Oriolus oriolus,93bf078a-5525-4806-81a3-1e2c29af1ce8.wav,train_files
Passer domesticus,265f20c6-dbe5-4f00-b8b3-d3e204ac8729.wav,train_files
Corvus corax,58372c74-f76c-410d-8633-4141ca906845.wav,train_files
Fringilla coelebs,f2ff2935-300d-49ab-98d7-344b369ae827.wav,train_files
Acrocephalus palustris,d2f689fc-7bca-48c8-8458-58ffe7a764e4.wav,train_files
Anthus trivialis,dc483da1-3a25-4884-aaa9-1d0bb9bc3c72.wav,train_files
Sylvia atricapilla,c04c230d-2b5a-41df-9e74-bf18b6b88b59.wav,train_files
Cuculus canorus,b8025056-2b48-41d2-8270-537720aaafc9.wav,train_files
Cuculus canorus,83b1e81d-da2e-492d-b3f1-11cb12f276ed.wav,train_files
Parus major,75a0cd9f-e0c9-4fc7-ada9-8da9a4abc179.wav,train_files
Turdus merula,6667f562-d1c8-4fd0-9e7d-cedbc1d767e0.wav,train_files
Turdus viscivorus,45cc498d-04f6-4f17-b8d2-515ee32e8bcd.wav,train_files
Phylloscopus collybita,dfffd056-47a5-4d06-8217-3e9656d76ff7.wav,train_files
Chloris chloris,4ecb7f28-5b6b-4625-83e4-337db792f408.wav,train_files
Turdus philomelos,b8558df2-3f69-4c25-80bd-1bc211bdc80b.wav,train_files
Turdus philomelos,3242d865-76c6-4cfb-8ca9-7501f6dc48c9.wav,train_files
Phylloscopus collybita,72cbaca7-f544-4697-b255-086043fc7bef.wav,train_files
Accipiter nisus,63661980-3c14-42c4-a600-65c3a68d2b2c.wav,train_files
Pyrrhula pyrrhula,3b961a85-a12c-408b-bb4e-86d8e074eed7.wav,train_files
Acrocephalus schoenobaenus,7f9e4b33-a064-4d23-8a0b-d993bd829fcc.wav,train_files
Sylvia atricapilla,9ae6e1cb-f4d4-4290-8cdb-2327d2b10dd6.wav,train_files
Phylloscopus collybita,148f1c01-0b87-4f10-9801-f0fd6f78a42d.wav,train_files
Passer montanus,d29710e6-f6d9-4f7a-9181-255c05c13765.wav,train_files
Curruca communis,bb75d395-a3b9-4ae3-a043-619cfa717e73.wav,train_files
Phylloscopus collybita,c1b20e49-8c05-4b5d-a6cf-fbe9f657a275.wav,train_files
Troglodytes troglodytes,61fe8677-807d-4cd0-b121-62f466077b8e.wav,train_files
Acrocephalus palustris,e7fbd452-9ed4-4291-be20-fd2f226305a1.wav,train_files
Corvus corax,94ef81c9-f957-43b5-8427-5ab73f31a23e.wav,train_files
Oriolus oriolus,81b943db-b2cb-479f-a627-c195b0cd371a.wav,train_files
Parus major,e6712cdc-ccc5-4aa8-bfc1-548fb3d11111.wav,train_files
Troglodytes troglodytes,86d66a97-7a46-4693-8fd9-1a75195f0f5a.wav,train_files
Aegithalos caudatus,797873ff-d601-415d-9f71-7031712abb04.wav,train_files
Cettia cetti,dc6499cd-7cf9-427d-ba1a-c0066ec77832.wav,train_files
Luscinia megarhynchos,b85095ae-3081-43de-aa9c-b0f5c4ed656a.wav,train_files
Turdus philomelos,3c8bfd47-d712-4b08-a7a9-fe15474b2704.wav,train_files
Passer domesticus,0b62cd12-3d21-454b-bb15-000efed4a20a.wav,train_files
Sylvia atricapilla,59ce6134-36d7-4f9e-ae1f-16bc283b1d14.wav,train_files
Bubo bubo,5c7638fe-f803-4bc1-a957-e0d449048161.wav,train_files
Passer domesticus,105ae40f-63fd-4d2c-8c95-0170ab5284d3.wav,train_files
Sylvia borin,bc57318f-7cd4-42b8-9054-e1b47cddc977.wav,train_files
Corvus corax,cec253b1-ff91-4dd5-9ac7-01b291e4e4b1.wav,train_files
Acrocephalus arundinaceus,e47a6ee6-7218-4f2b-859d-496b856ef35a.wav,train_files
Chroicocephalus ridibundus,2edf9603-8aa7-43ae-bc0f-6994f035530f.wav,train_files
Oriolus oriolus,6f4c2a9a-3eb4-47ef-81c9-be6638abd737.wav,train_files
Phylloscopus inornatus,7a93a95b-70c1-4a0f-8ce9-704c911538ae.wav,train_files
Phylloscopus collybita,d3d72755-ae71-4e07-be7c-aa1086985273.wav,train_files
Sitta europaea,04fda6ee-aa3d-486f-a837-2b2ab5fdbaac.wav,train_files
Erithacus rubecula,5067c0ae-9814-4ae6-943f-a581edb96ea4.wav,train_files
Bubo bubo,b1a1c459-f3df-43b8-89cb-42cd1f61a261.wav,train_files
Regulus regulus,83f2b8b2-9da9-4e8c-b975-3bffa02b0065.wav,train_files
Cuculus canorus,883e8c77-0220-49cb-97a5-79900f5132a3.wav,train_files
Passer domesticus,882f0cb3-3e5d-4bf1-81ab-0207322456b5.wav,train_files
Troglodytes troglodytes,df5bb5e3-4fd2-49a0-8feb-812a95734ab9.wav,train_files
Certhia brachydactyla,b70cea53-5985-44f2-aaff-fda5e9144238.wav,train_files
Cuculus canorus,681ace35-8d66-466d-aac3-1f087c7ae3f0.wav,train_files
Cuculus canorus,20bb20b4-7039-4fe5-8d8b-ef73f69ebe33.wav,train_files
Falco columbarius,f8256afa-6087-4b0a-bd0b-b89ca0e6182e.wav,train_files
Turdus merula,ad3713a0-364f-4c61-962b-116830f0326c.wav,train_files
Turdus iliacus,f941dbea-9413-4fab-931e-1b7d91b69fc1.wav,train_files
Apus apus,2ef181f2-a340-4e0b-b0d3-e8768bc73297.wav,train_files
Strix aluco,43604e3a-6bbe-4b81-8d47-a6605e672f7e.wav,train_files
Prunella modularis,eaafb49e-4e53-4861-af4e-f3e9176bcda7.wav,train_files
Acrocephalus dumetorum,47e2514b-b771-48dd-8e77-60ce52c15be1.wav,train_files
Acrocephalus dumetorum,9ce4c5b4-fab5-4a21-8a77-d74c617bc198.wav,train_files
Rallus aquaticus,cc668634-863d-415d-a75f-917eed500344.wav,train_files
Turdus merula,e18f2d1b-c247-4f12-a305-99acccf25bb3.wav,train_files
